R,G,B,Clear,Lux,Color_Temp_K
122,117,68,3111,1158,3410
122,116,67,3174,1185,3378
122,116,67,3133,1166,3362
122,116,67,3149,1172,3367
122,116,67,3123,1158,3380
122,116,67,3099,1151,3373
122,116,67,3097,1152,3378
122,116,67,3102,1154,3376
122,116,67,3089,1149,3370
122,116,67,3088,1147,3389
122,116,67,3065,1138,3381
122,116,67,3066,1139,3369
122,116,67,3062,1136,3370
