R,G,B,Clear,Lux,Color_Temp_K
160,146,131,3211,1047,5723
160,146,132,3163,1027,5772
160,146,132,3147,1022,5779
160,146,132,3150,1024,5783
160,146,132,3154,1025,5792
160,147,132,3133,1020,5790
160,147,132,3104,1010,5792
160,146,132,3097,1008,5779
160,146,132,3097,1006,5772
159,146,131,3098,1006,5764
159,146,131,3095,1004,5760
159,146,131,3090,1001,5751
159,146,131,3086,1000,5751
