R,G,B,Clear,Lux,Color_Temp_K
71,100,76,1887,583,5901
75,98,75,1775,526,5713
76,97,75,1754,512,5627
76,97,75,1767,516,5635
76,97,75,1771,517,5647
76,97,75,1773,518,5633
76,97,75,1770,518,5630
76,97,75,1772,517,5647
76,97,75,1767,517,5628
76,97,75,1759,513,5631
