R,G,B,Clear,Lux,Color_Temp_K
118,117,72,3334,1233,3642
118,117,72,3325,1232,3637
118,117,72,3327,1234,3632
119,117,72,3335,1239,3623
119,118,72,3351,1245,3624
119,118,72,3349,1246,3616
119,118,72,3365,1249,3646
119,118,72,3372,1252,3641
119,118,72,3413,1267,3626
119,118,72,3452,1283,3626
119,118,72,3489,1294,3641
118,117,72,3455,1277,3670
118,117,72,3394,1258,3650
