R,G,B,Clear,Lux,Color_Temp_K
72,99,78,2053,618,6078
72,99,78,2040,615,6030
73,99,77,2051,616,6018
72,99,77,2054,618,6018
72,99,78,1970,592,6036
72,99,78,1969,591,6044
72,99,78,1971,592,6036
72,99,78,1969,591,6044
