R,G,B,Clear,Lux,Color_Temp_K
73,92,81,2853,707,7224
73,92,81,2854,707,7218
73,92,81,2853,707,7218
73,92,81,2854,707,7224
73,92,81,2853,707,7218
73,92,81,2854,707,7224
73,92,81,2855,707,7224
73,92,81,2854,707,7218
